rule,lambda_id,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate,Tick_to_Freeze,Tick_to_Zero
B,"[1,2]",137,75,0.1905,195.0728,-0.1553,-16.3785,0.0012,0.0736,0.3886,0.3263,False,True,0.2193,0.0448,False,False,False,-1,-1
B,"[1,2]",137,100,0.1908,178.7047,-0.1513,-15.7306,0.0003,0.0745,0.3893,0.3257,False,True,0.219,0.0449,False,False,False,-1,-1
B,"[1,2]",256,0,0.1927,200.1187,-0.1365,-14.4086,0.0554,0.1365,1.3453,0.3223,False,True,0.2165,0.0455,False,False,False,-1,-1
B,"[1,2]",256,25,0.1943,197.6649,-0.1519,-15.7717,0.0151,0.0707,0.4073,0.3251,False,True,0.2189,0.0455,False,False,False,-1,-1
B,"[1,2]",256,50,0.1908,194.4988,-0.1453,-15.5061,0.0078,0.0604,0.2943,0.3262,False,True,0.2194,0.0451,False,False,False,-1,-1
B,"[1,2]",256,75,0.1921,213.4962,-0.151,-15.6979,0.0025,0.0631,0.3198,0.3265,False,True,0.2195,0.0453,False,False,False,-1,-1
B,"[1,2]",256,100,0.1917,195.4925,-0.1485,-14.9364,0.0004,0.0618,0.3246,0.3265,False,True,0.2195,0.0461,False,False,False,-1,-1
B,"[1,2]",1024,0,0.1894,191.8017,-0.1521,-14.833,0.0394,0.1302,1.3439,0.3241,False,True,0.2173,0.0446,False,False,False,-1,-1
B,"[1,2]",1024,25,0.1913,184.7085,-0.1594,-16.0511,0.005,0.0562,0.3122,0.3267,False,True,0.2196,0.0455,False,False,False,-1,-1
B,"[1,2]",1024,50,0.1918,206.9533,-0.1485,-14.8077,0.0027,0.0562,0.2967,0.3262,False,True,0.2195,0.0449,False,False,False,-1,-1
B,"[1,2]",1024,75,0.1923,193.4395,-0.1432,-14.0366,0.0001,0.0581,0.2973,0.3256,False,True,0.2192,0.0449,False,False,False,-1,-1
B,"[1,2]",1024,100,0.1927,180.3061,-0.1472,-14.5924,0.0012,0.0553,0.2564,0.326,False,True,0.2194,0.0454,False,False,False,-1,-1
B,"[1,2]",31415,0,0.1913,202.0039,-0.1441,-12.8712,0.042,0.1289,1.2993,0.3229,False,True,0.2169,0.0438,False,False,False,-1,-1
B,"[1,2]",31415,25,0.1941,194.1965,-0.1425,-14.7613,0.0105,0.07,0.3014,0.3251,False,True,0.2189,0.0434,False,False,False,-1,-1
B,"[1,2]",31415,50,0.1937,195.6363,-0.146,-14.8852,0.0052,0.0694,0.3016,0.325,False,True,0.2189,0.0449,False,False,False,-1,-1
B,"[1,2]",31415,75,0.1942,184.9933,-0.1409,-15.5779,0.0064,0.0665,0.3013,0.3252,False,True,0.219,0.0452,False,False,False,-1,-1
B,"[1,2]",31415,100,0.1968,207.5997,-0.1476,-15.0319,0.0016,0.0636,0.3012,0.3254,False,True,0.2191,0.0446,False,False,False,-1,-1
B,"[2,3]",42,0,0.15,152.7797,-0.0382,-3.6012,0.0946,0.1075,0.8671,0.3769,False,True,0.2332,0.0457,False,False,False,-1,-1
B,"[2,3]",42,25,0.1487,143.0731,-0.0715,-7.1548,0.0017,0.0498,0.2191,0.3833,True,True,0.236,0.0457,False,False,False,-1,-1
B,"[2,3]",42,50,0.1499,149.9184,-0.0851,-7.8967,0.0024,0.0486,0.2191,0.3835,True,True,0.2361,0.046,False,False,False,-1,-1
B,"[2,3]",42,75,0.1501,139.0572,-0.0831,-8.3186,0.0092,0.0464,0.2369,0.3834,True,True,0.2361,0.0461,False,False,False,-1,-1
B,"[2,3]",42,100,0.1503,141.9935,-0.0843,-7.7833,0.0016,0.0429,0.2368,0.3835,True,True,0.2362,0.0472,False,False,False,-1,-1
B,"[2,3]",137,0,0.1495,147.8954,-0.0751,-7.4296,0.1169,0.1082,0.8519,0.377,False,True,0.2332,0.0482,False,False,False,-1,-1
B,"[2,3]",137,25,0.1485,153.8664,-0.0953,-9.6778,0.0018,0.044,0.2319,0.3846,True,True,0.2364,0.0473,False,False,False,-1,-1
B,"[2,3]",137,50,0.1461,153.3294,-0.1005,-9.3438,0.0039,0.0431,0.2316,0.3852,True,True,0.2365,0.0478,False,False,False,-1,-1
B,"[2,3]",137,75,0.1445,144.3869,-0.1051,-10.9955,0.0103,0.0441,0.2311,0.386,True,True,0.2367,0.0481,False,False,False,-1,-1
B,"[2,3]",137,100,0.1459,148.0058,-0.0951,-8.6303,0.0056,0.0434,0.2313,0.3857,True,True,0.2367,0.0482,False,False,False,-1,-1
B,"[2,3]",256,0,0.1518,148.1887,-0.0443,-4.1586,0.1016,0.1103,0.8738,0.3767,False,True,0.2331,0.0462,False,False,False,-1,-1
B,"[2,3]",256,25,0.1504,162.8163,-0.073,-7.107,0.007,0.047,0.2312,0.3841,True,True,0.2362,0.0451,False,False,False,-1,-1
B,"[2,3]",256,50,0.1491,146.4363,-0.0614,-6.2361,0.0032,0.0476,0.2312,0.384,True,True,0.2362,0.0446,False,False,False,-1,-1
B,"[2,3]",256,75,0.1511,151.3527,-0.0664,-6.4703,0.0075,0.0468,0.2284,0.3835,True,True,0.2361,0.0457,False,False,False,-1,-1
B,"[2,3]",256,100,0.149,143.699,-0.084,-7.9976,0.0061,0.0439,0.2165,0.3842,True,True,0.2363,0.0468,False,False,False,-1,-1
B,"[2,3]",1024,0,0.1458,145.7721,-0.0678,-7.1564,0.1133,0.1114,0.8921,0.3775,False,True,0.2332,0.0459,False,False,False,-1,-1
B,"[2,3]",1024,25,0.1463,142.3306,-0.0855,-8.6227,0.0027,0.0492,0.2476,0.3845,True,True,0.2363,0.0459,False,False,False,-1,-1
B,"[2,3]",1024,50,0.1501,161.7583,-0.0872,-8.7871,0.0023,0.0526,0.2475,0.3847,True,True,0.2363,0.0462,False,False,False,-1,-1
B,"[2,3]",1024,75,0.1507,155.3417,-0.0908,-9.6555,0.0045,0.0491,0.2473,0.385,True,True,0.2364,0.0465,False,False,False,-1,-1
B,"[2,3]",1024,100,0.1524,164.0613,-0.0936,-9.8299,0.0004,0.0465,0.2174,0.3845,True,True,0.2363,0.0456,False,False,False,-1,-1
B,"[2,3]",31415,0,0.1528,153.0895,-0.046,-4.8498,0.1235,0.1135,0.9071,0.3761,False,True,0.2328,0.0462,False,False,False,-1,-1
B,"[2,3]",31415,25,0.1497,150.2751,-0.0768,-8.0887,0.0078,0.0507,0.2832,0.3841,False,True,0.2362,0.0458,False,False,False,-1,-1
B,"[2,3]",31415,50,0.1463,141.8517,-0.0826,-8.3871,0.0042,0.0473,0.2284,0.3853,True,True,0.2365,0.0461,False,False,False,-1,-1
B,"[2,3]",31415,75,0.1475,142.5722,-0.0998,-8.8696,0.0043,0.0482,0.2285,0.3851,True,True,0.2365,0.0459,False,False,False,-1,-1
B,"[2,3]",31415,100,0.1443,142.6112,-0.1146,-12.7853,0.0046,0.0474,0.215,0.3851,True,True,0.2365,0.0473,False,False,False,-1,-1
B,"[3,4]",42,0,0.3614,378.9153,0.8674,82.7411,0.5405,0.697,5.8545,0.0161,False,False,0.0157,0.0681,True,False,False,-1,-1
B,"[3,4]",42,25,0.3847,371.8517,0.8928,90.3098,1.7936,0.6237,2.4507,0.0225,False,False,0.0218,0.0783,True,False,False,-1,-1
B,"[3,4]",42,50,0.3996,392.8981,0.9189,97.9941,2.2871,0.6935,2.6329,0.0384,False,False,0.0362,0.0949,True,False,False,-1,-1
B,"[3,4]",42,75,0.4032,424.6329,0.9392,93.7849,2.1638,0.6517,2.5016,0.07,False,True,0.063,0.1213,False,False,False,-1,-1
B,"[3,4]",42,100,0.3825,401.1354,0.9487,97.696,2.0185,0.596,1.9748,0.1199,False,True,0.1004,0.1438,False,False,False,-1,-1
B,"[3,4]",137,0,0.39,398.047,0.875,85.7651,1.7008,0.5326,1.8688,0.0646,False,True,0.0593,0.1272,False,False,False,-1,-1
B,"[3,4]",137,25,0.3916,372.1995,0.9019,87.1383,1.6186,0.4772,1.6735,0.098,False,True,0.0862,0.1517,False,False,False,-1,-1
B,"[3,4]",137,50,0.369,384.4909,0.9198,95.8228,1.4976,0.4424,1.7083,0.1461,False,True,0.1206,0.1665,False,False,False,-1,-1
B,"[3,4]",137,75,0.3179,294.9694,0.9221,85.9932,1.4536,0.4289,1.4933,0.2143,False,True,0.1599,0.1591,False,False,False,-1,-1
B,"[3,4]",137,100,0.2528,226.2142,0.8951,86.0801,1.1758,0.3447,1.0631,0.2905,False,True,0.1961,0.1333,False,False,False,-1,-1
B,"[3,4]",256,0,0.389,382.3954,0.8759,93.2025,1.4459,0.5798,2.9841,0.0296,False,False,0.0285,0.087,True,False,False,-1,-1
B,"[3,4]",256,25,0.4065,405.7464,0.9088,93.6261,1.8421,0.5489,2.0032,0.0443,False,False,0.0418,0.108,True,False,False,-1,-1
B,"[3,4]",256,50,0.4083,387.8609,0.9278,96.3447,1.7045,0.5048,1.8313,0.0701,False,True,0.0639,0.1303,False,False,False,-1,-1
B,"[3,4]",256,75,0.3938,391.9007,0.945,96.8716,1.5362,0.4538,1.5575,0.1061,False,True,0.0925,0.1508,False,False,False,-1,-1
B,"[3,4]",256,100,0.3691,349.9381,0.9496,97.031,1.3966,0.4111,1.3901,0.1531,False,True,0.1257,0.163,False,False,False,-1,-1
B,"[3,4]",1024,0,0.3739,402.9173,0.9013,90.1928,1.7959,0.5609,1.8073,0.0684,False,True,0.0622,0.1246,False,False,False,-1,-1
B,"[3,4]",1024,25,0.3815,406.4505,0.941,85.64,1.7573,0.5181,1.7456,0.1063,False,True,0.092,0.1465,False,False,False,-1,-1
B,"[3,4]",1024,50,0.3632,333.7586,0.9519,91.4812,1.4656,0.4266,1.4472,0.157,False,True,0.1279,0.162,False,False,False,-1,-1
B,"[3,4]",1024,75,0.3213,324.7822,0.9463,92.027,1.1989,0.3503,1.2687,0.2198,False,True,0.1655,0.1647,False,False,False,-1,-1
B,"[3,4]",1024,100,0.2593,264.0268,0.912,93.9245,1.0199,0.2981,1.0375,0.2899,False,True,0.1984,0.1399,False,False,False,-1,-1
B,"[3,4]",31415,0,0.3568,369.8939,0.6239,56.8429,1.1124,1.1888,11.2542,0.0084,False,False,0.0082,0.0643,True,False,False,-1,-1
B,"[3,4]",31415,25,0.3657,354.849,0.6095,67.613,0.0001,0.0583,0.1767,0.0068,True,False,0.0067,0.0661,True,False,False,-1,-1
B,"[3,4]",31415,50,0.3668,381.5802,0.6103,57.2336,0.0036,0.0591,0.1764,0.0068,True,False,0.0068,0.0661,True,False,False,-1,-1
B,"[3,4]",31415,75,0.3657,410.4132,0.6103,61.7246,0.0036,0.0591,0.1764,0.0068,True,False,0.0068,0.066,True,False,False,-1,-1
B,"[3,4]",31415,100,0.3658,400.4121,0.6096,67.5955,0.0036,0.0591,0.1764,0.0068,True,False,0.0068,0.0661,True,False,False,-1,-1
B,"[2,4]",42,0,0.239,224.3272,-0.0187,-1.6851,0.1036,0.1161,0.9179,0.4576,False,True,0.2454,0.0478,False,False,False,-1,-1
B,"[2,4]",42,25,0.2431,258.4189,-0.0375,-3.5748,0.0047,0.0507,0.2718,0.465,False,True,0.2482,0.048,False,False,False,-1,-1
B,"[2,4]",42,50,0.2426,234.8511,-0.0283,-2.5824,0.0018,0.0502,0.2716,0.4655,False,True,0.2483,0.0476,False,False,False,-1,-1
B,"[2,4]",42,75,0.2429,233.9956,-0.0341,-3.234,0.0001,0.0488,0.2587,0.4654,False,True,0.2483,0.0473,False,False,False,-1,-1
B,"[2,4]",42,100,0.2445,219.7334,-0.019,-1.8457,0.0013,0.0462,0.2125,0.465,True,True,0.2483,0.0465,False,False,False,-1,-1
B,"[2,4]",137,0,0.2324,275.8301,-0.0135,-1.398,0.1154,0.1145,0.9034,0.4596,False,True,0.2456,0.0479,False,False,False,-1,-1
B,"[2,4]",137,25,0.2351,237.3184,-0.0445,-4.5095,0.0058,0.0404,0.2169,0.4684,True,True,0.2486,0.0482,False,False,False,-1,-1
B,"[2,4]",137,50,0.2373,234.5203,-0.0329,-3.3531,0.0045,0.0427,0.2169,0.4683,True,True,0.2486,0.0474,False,False,False,-1,-1
B,"[2,4]",137,75,0.239,250.0696,-0.0186,-1.7909,0.0059,0.0434,0.2044,0.4676,True,True,0.2485,0.0479,False,False,False,-1,-1
B,"[2,4]",137,100,0.2406,244.5488,-0.0301,-3.0545,0.0039,0.0463,0.2245,0.4668,True,True,0.2484,0.048,False,False,False,-1,-1
B,"[2,4]",256,0,0.2401,270.3421,-0.0198,-1.817,0.1319,0.115,0.921,0.4578,False,True,0.2454,0.0482,False,False,False,-1,-1
B,"[2,4]",256,25,0.2363,224.0621,-0.0515,-4.8849,0.0056,0.0402,0.2112,0.4679,True,True,0.2486,0.0488,False,False,False,-1,-1
B,"[2,4]",256,50,0.233,256.8631,-0.0614,-6.4835,0.0036,0.0393,0.2109,0.4684,True,True,0.2487,0.0488,False,False,False,-1,-1
B,"[2,4]",256,75,0.2318,231.8963,-0.0681,-6.6654,0.0075,0.0417,0.2042,0.4683,True,True,0.2486,0.0491,False,False,False,-1,-1
B,"[2,4]",256,100,0.2358,242.8725,-0.0656,-6.8056,0.0077,0.0396,0.1951,0.4676,True,True,0.2486,0.0488,False,False,False,-1,-1
B,"[2,4]",1024,0,0.2399,251.9459,-0.0017,-0.0595,0.1117,0.12,0.9816,0.4572,False,True,0.2452,0.0466,False,False,False,-1,-1
B,"[2,4]",1024,25,0.238,248.0195,-0.0519,-4.8429,0.0025,0.0525,0.3044,0.4664,False,True,0.2483,0.0468,False,False,False,-1,-1
B,"[2,4]",1024,50,0.24,230.5857,-0.0352,-3.608,0.0044,0.0501,0.2547,0.4665,False,True,0.2483,0.0482,False,False,False,-1,-1
B,"[2,4]",1024,75,0.239,239.7512,-0.0397,-4.2347,0.0003,0.047,0.2547,0.4664,False,True,0.2484,0.0484,False,False,False,-1,-1
B,"[2,4]",1024,100,0.24,260.636,-0.045,-4.3861,0.0057,0.044,0.2374,0.4667,True,True,0.2485,0.0484,False,False,False,-1,-1
B,"[2,4]",31415,0,0.2445,235.3646,-0.0213,-2.1191,0.1167,0.1182,0.9314,0.4569,False,True,0.2452,0.0467,False,False,False,-1,-1
B,"[2,4]",31415,25,0.2439,240.9069,-0.0581,-5.4819,0.0021,0.0463,0.2368,0.4662,True,True,0.2484,0.0469,False,False,False,-1,-1
B,"[2,4]",31415,50,0.245,256.654,-0.047,-4.7778,0.0057,0.0499,0.2166,0.4655,True,True,0.2483,0.0469,False,False,False,-1,-1
B,"[2,4]",31415,75,0.2409,243.7649,-0.0573,-5.749,0.0059,0.0503,0.2242,0.4657,True,True,0.2483,0.0479,False,False,False,-1,-1
B,"[2,4]",31415,100,0.2404,243.9886,-0.0403,-4.0147,0.0092,0.0516,0.224,0.4662,True,True,0.2483,0.0469,False,False,False,-1,-1
